,content
2130,"este aí deve gostar de mulher que não toma banho,de cabelos brancos,e com  as unhas sujas..cade um tem um gosto."
2131,feminismo DOENÇA MENTAL 
2133,MATÉRIA DESNECESSÁRIA
2134,pq não senta numa jamanta
2136,Feminazi de grelo duro padrão P-T.
2137,"O acesso ao estudo é igual. As provas são feitas de igual pra igual. Das duas uma: Ou as mulheres não têm tanto interesse em entrar nesses cursos ou não estão tão aptas para tal. É complicado se posicionar sobre o tema, pois levam tudo ao pé da letra. Sei que há milhares de mulheres que sofrem abuso e preconceito em diversas áreas, mas acho que deveriam ter mais cuidado ao relacionar qualquer tema que vier a frente com machismo, preconceito ou a tal ""desigualdade""."
2139,A mulher que não é cantada sente-se desvalorizada profundamente.
2142,parabens emfim uma dama sensata
2143,"O feminismo repercute mais, pois é um movimento enquanto que o machismo é apenas uma posição........ Por favor não pensem em sexo  quando lerem a  primeira frase desse comentário. Já pensou né?"
2145,Mais uma querendo aparecer... Nunca vi na minha vida essa youtuber.
2150,"principalmente as ""fhavheladas"" do RJ... "
2151,Me obrigo agora bater palmas a essa mulher. Parabéns. Eita povinho chato tem mania de levar as coisas sempre para extremismos. 
2155,Você é um bandido por caluniar Fabio. Ele é inocente e você que agora é o criminoso. Parabéns.
2156,Nossa!!  E alguém quis mesmo??
2157,"Essa não é a mesma moça que se sentou no colo de outro ator durante entrevista, na qual ele também simulou um strip tease sensual em pé perto do rosto dela ???Estranho."
2158,"MULHERADA ADORA ESSE TIPO DE HOMEM,BANDIDAO E TAL,DEPOIS ACONTECE ISSO."
2159,Benino que é benina ou vice-versa tô fora. Embora esteja tudo tão bagunçado que ainda vamos acabar pegando algo errado ainda sem querer =/
2160,"Na ilha da fantasia....onde que um trabalhador  que tomou umas canas e bateu na mulher e ela passou 5 dias internada e custou por baixo 20  mil reais, só com procedimentos normais,  vai ter grana pra pagar a internação.....dá logo  prisão perpétua porque não vai pagar nunca."
2162,Quando foi pra sentar no colo do ator de GOT não foi assério ne? 
2163,"Casa do Norte Parada Nordestina, com esse nome eu teria medo de entrar, as 2h da manha."
2164,A f0t0 dessa mulher estampa as n0tas de 20 aqui no Brasil...
2165,"DesculpaBrigitte, por nao  achar correto,  uma mulher abandonar o marido e seus 3 filhos, para ficar com seu aluno/a.mante , DesculpaBrigitte!"
2167,"Creio que esse ato possa ser justificado, quando o homem da muita liberdade a mulher, ela logo vem a ficar muito ""saidinha"", sendo assim, o corretivo por parte do homem foi aplicado de forma correta."
2168,Será que o Macron chama ela de princesa ?
2172,"Acho q essa escrava se.xu.al estava d papinho com algum ""pé d pano"" ai foi se arrumar e acabou se arrumando...."
2176,"Ela esta fazendo ""ok""  como tua fazes eu faço."
2179,"E eu com isso! que notícia mais insignificante! Briga de rato e ratueira, o queijo não entra! "
2183,"Claudia Magalhães falou tudo!!! Realmente, estuprador não passa cantada em ninguém, ele não paquera..."
2184,"Que me perdoe a mulher do Macron, mas beleza é fundamental. Ué., Vinicius de Moraes nunca foi acusado de s.e.x.i.s.m.o, pelo contrario a G.l.o.b.o sempre o idolatrou. Ou seja, quando convem......"
2185,Femimimivitimista
2187,"Parabéns bem observado! A televisão faz tudo por audiência, a polícia aparecendo na mídia, sites ganhando clique. Enquanto isso à violência só aumenta."
2188,"Roberta, eu concordo com você.  Ela não teve postura profissional também, já que deveria ter cortado a situação no primeiro elogio. Mas não, ficou rindo e deixou ele interromper por três vezes.Esse é o problema, a pessoa monta um canal no YT, só porque tenha uma desenvoltura para se expresstar bem, já se julga jornalista.Tomara que esse mimimi acabe logo porque essa história já deu."
2190,"Que isso, Bernardo. Ela se deu muito bem! Era uma desconhecida e agora é uma ""vítima"". Se continuar trabalhando bem assim, arruma um filho de algum famoso e garante sua ""aposentadoria"". Há vários exemplos dentre as entrevistadoras midiáticas ..."
2191,O QUE IMPORTA QUEM TEM MAIS OU QUEM TEM MENOS ??? IMPORTA É A QUALIDADE DO PROFISSIONAL !!! OU VOCES VAO QUERER FAZER COTAS PELA RAÇA E NÃO PELA INTELIGENCIA E QUALIDADE DO PROFISSIONAL !!! 
2192,"Sou da área de TI, e concordo que são poucas as mulheres na minha área, isso não é por conta de machismo, mas sim por falta de interesse delas nessa área. Não cabe ao G1 dizer que isso seja machismo uma vez que até mesmo nos começos dos cursos de computação, ciência da computação e ADS as mulheres são minoria."
2193,Feministas são umas desocupadas e sem responsabilidades!acham que são só elas e o mundo se exploda!
2195,"Especialista? Me desculpe, não é! Advogada não tem knowhow em ciências comportamentais. O fato de escrever um livro não legitima opiniões vagas e militantes como as emitidas aqui. Há tantos erros conceituais nessa matéria que nem sei por onde começar, mas vamos lá: 1- Premissa de sentimento de posse: É preciso começar a esclarecer e aceitar que nem todo feminicidio é cometido pelo sentimento de posse do homem em relação a mulher. Quando não se sabe a real motivação do crime, não se pode afirmar o que levou ao crime. Apesar do sentimento de posse estar presente em muitos casos, presumir e tentar imaginar como os autores desse tipo de crime pensam e generalizar o motivo que os leva ao crime é um dos maiores erros que vejo ocorrer. Mesmo sendo feminicidio claro, obvio e ululante é preciso investigar se o crime não ocorreu por motivação financeira, disputa por guarda e outros motivos que descaracterizam a premissa de poder de posse sobre a mulher."
2196,"Amo Catherine Deneuve !     Saco dos caga-regras !   Política dos mi-mi-mi já deu !   Como farei pra tentar me aproximar de uma mulher nos padrões ditados por esse bando de malucos/malucas hoje em dia ?  Qualquer olhar, tentativa de aproximação ou conversa poderá ser interpretado como assédio ?  Uma piscadinha e pronto:  ""porco machista tarado""  Bando de doentes que não tem mais o que fazer !"
2197,"Uma coisa é o cara levantar a saia ou vestido da mulher, outra coisa completamente diferente é chegar perto da mulher, colocar a mão na cintura, puxar um assunto e etc. Generalizar qlqr ação do homem para mulher como assédio além de ridículo é perigoso."
2199,Nunca li tanta asneira junta. 
2200,kkkkkkkkkkkkkkkkkkkkkkkkkkk
2201,"pois é, será que ela vai deixar o sovaco cabeludo também? kkkkkkkkkkkkkkkkkkkkkkk"
2202,"Agora eu pergunto: QUEM ESTÁ IMPEDINDO? Vagas não tem gênero, parem de arrumar desculpinha e mimimi e façam o que querem."
2203,jout jout feminismo é balela
2204,muito gostosa 
2205,"É só os homens começarem a denunciar as mulheres por assédio, por que muitas assediam também."
2207,Kkkkkk
2208,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk 
2210,Não é?
2211,"Estereótipos. Por que raios uma moça que faz vídeos para mulheres TEM que ser feministas? Gostei da matéria mas achei nada a ver forçar a barra pra esse lado. Caramba, será que alguma dessas meninas antes de criarem seu canal pensaram: ""Hum vou militar na causa feminista. Youtubers, avante!!"" Claro que não. Vamos pensar."
2213,Coitadas dessas crianças. Tem pais que não vêem que as estão ensinando péssimos valores. Ensinem as meninas a serem femininas e não feministas. Esse besteirol feminista é ridículo.  
2215,"Assunto com caracteristica de que mulher não sabe nem administrar,vide sua presidente,mulher quer ser homem,FATO!"
2219,"Garotas, quem manda na minha mulher sou eu não é vcs, vcs querem sustentar um marido e mandar nele também que eu sei"
2220,"Não sou machista, mas creio que o casamento dessa senhora tenha ruido talvez por culpa dela. Não há dúvidas que chega um momento na vida de um casal que a monotonia toma conta do relacionamento, então, o que fazer? Eu, há alguns anos, tive a ideia de fazer da minha esposa a minha amante. Propus a  ela que me encontrasse em algumas sexta-feiras, quando eu saísse do trabalho, em estações do metro. Ela deveria vir com roupas provocantes e sexy, sozinha. Nesses dias, de longe, eu a via chegando, com muitos homens olhando para ela. Confesso que isso me deixava doido de ciumes, mas quando ela se aproximava de mim e me beijava, eu sentia um prazer imenso. Então, íamos  a um barzinho, onde bebíamos  como dois libertinos , e  depois íamos a um motel, e, algumas vezes, para que eu tivesse certeza que aquela não era minha esposa e sim uma mundana, eu pedia para que ela já chegasse semi-nua na portaria. Era maravilhoso fazer da minha mulher uma prostituta."
2222,"Verdade Elaine, e falta a ela uma faculdade de Jornalismo, pelo o que li, entendi que ela estuda ou é formada em cinema, e não jornalismo, por isso lhe falta as técnicas, e o estudo da postura em questão ética e moral jornalística."
2223,32 corajosos
2224,Exatamente. Será motivo de piada e vergonha para os familiares.
2226,"GALERA, O VIN ESTAVA CHAPADO. PERCEBAM NO SEU TOM DE VOZ. E TAMBÉM TEM O FATO DE SÓ UMA PESSOA CHAPADA PRA ACHAR ESSA MULHER COM CARA DE BRUXO BONITA."
2228,"Ouvir o que uma feminista tem a dizer? Não, obrigado. Abraços!"
2229,Ela pocurou né? Agrediu primeiro! Toda ação gera um reação. O resultado morte nesse caso foi infeliz. 
2233,Saco cheio dessas feminazis petistas.
2236,"Exatamente fernanda , pode ser que na questão de empregos e salario vemos sim uma diferença , porém na questão de formação cada um escolhe o que quer , e essa desculpa de desigualdade nesse etapa não existe , as mulheres simplesmente não querem , faço computação na minha turma de 45 8 eram meninas , apenas 3 continuaram e no fim a unica pessoa que se formou certinho era uma menina... , enfim basta força de vontade , em contrapartida engenharia ambiental a maioria aqui é Menina . Que materia mais sem noção..."
2239,"Não vi nada demais o vídeo, com tb não vejo nada demais em ela ter se sentido desconfortável com a sua brincadeiras, que na sua opinião foram além da conta. Ele disse que não  foi sua intenção e se desculpou. Vida que segue gente, eu hem!!!"
2240,"Tenho amigas que tiveram dificuldade para conseguir orientador no TCC, já que não temos professora mulher...então se a casa estiver pegando fogo vai esperar uma bombeira fia...?"
2242,Homens são minoria em secretarias: Desigualdade!!! Homens são minoria em serviços domésticos remunerados: Desigualdade!!! Homens são minoria em volei feminino: DESIGUALDADE.... 
2243,"os sem sexo definido, que querem trocar as partes de graca"
2245,"Esse marido apenas demonstrou o amor que tem pela esposa, se ele não tivesse ligado para o cabelo e tal, aí sim seria estranho. Espero que a policia o libere logo porque ele só não queria ver a mulher chamando a atenção dos vizinhos."
2247,Fake...
2251,"Mas não importa, a empresa faz propostas se o ator ou atriz aceita é porque esta bom pra ele, não adianta reclamar depois.Se a atriz aceitou fazer por este valor é porque pra ela o trabalho dela vale isso, se ela não valorizou o próprio trabalho, a culpa é dela. ela tem que aprender a negociar.Simples assim."
2252,O cara foi inocentado porque não foi estupro e ela não é vitima. Você é um bandido por acusar pessoas inocentes. Calúnia é crime. Bandido.
2253,Bonita? Nareba da gota desta mulher.
2254,"você que tem, deve ser mais uma submissa kkkk"
2256,"o ano inteiro de falar em direito, tem que ser só nessa data, o que será que a Marcela vai ganhar hoje? "
2258,CHAMOU DE MENTIROSO PRIMEIRO ! MERECEU OUVIR 
2262,Acho que o Maricon das Fake news mandou a dragonete  botar fogo com seu bafo na Amazônia. Quem brinca com fogo amanhece queimado. 
2266,"Assunto encerrado, pronto. E a moça nariguda perdeu a chance de se dar bem com o fortão aí. Agora, chore de verdade, porque fez doce e se deu mal."
2268,"Nao sei. Mas mulheres Generalas, sargentas e soldadas (?) esta ok, so nao concordo em estar em infantry, sendo que um dos deveres de soldado e carregar feridos, como uma mulher me carregaria, ja que sou grande ? Mas o que impedem de ser em Aerea Force , ou mesmo sniper ?"
2269,É mais feia que bater na mãe
2271,"Vocês já esqueceram a fala torpe do ""ela é tão feia que não merece ser estuprada""? A Damares deveria cobrar explicações é do chefe dela, e não da Justiça Brasileira, já que ele não cometeu nenhum crime aqui. Se a Itália pedir que o extraditem, ou será que o Robículo vai virar o Cesare Battisti do governo Bolsonaro? Esperem para ver."
2272,Eu adoro apanhar de mulher...nos maxos eu bato é minha profissão.
2273,Alguma gatinha lendo essa matéria aqui )
2275,"O mundo desde que é mundo, o homem se sentiu assim, trocar o certo pelo errado, é um dos  prazeres depois que a vaca vai pro brejo, vem a fajuta desculpa que é por  causa outro,"
2276,Não humilha o diabo!!
2278,E quando o homem é 'vítima de assédio das mulheres? .......Esses casos são comuns no transporte coletivo e em baladas........As mulheres acham que homens não podem recusar e são obrigados a aceitar o assédio
